max(u),Time
298.15,0
321.063,120
329.217,240
333.887,360
337.37,480
340.132,600
342.276,720
344.195,840
346.013,960
347.772,1080
349.485,1200
351.141,1320
352.748,1440
354.308,1560
355.776,1680
357.223,1800
358.666,1920
360.197,2040
361.856,2160
363.895,2280
366.842,2400
370.823,2520
375.964,2640
381.814,2760
387.992,2880
394.305,3000
400.67,3120
407.054,3240
413.446,3360
419.84,3480
426.235,3600
