max(u),Time
298.15,0
323.123,120
331.176,240
335.849,360
338.884,480
341.405,600
343.87,720
346.42,840
348.937,960
351.481,1080
353.76,1200
355.927,1320
357.915,1440
359.928,1560
362.066,1680
364.199,1800
366.29,1920
368.34,2040
370.425,2160
372.605,2280
375.215,2400
378.771,2520
383.131,2640
388.068,2760
393.538,2880
399.407,3000
405.521,3120
411.769,3240
418.085,3360
424.437,3480
430.808,3600
