max(u),Time
298.15,0
321.338,120
329.654,240
334.425,360
337.784,480
340.422,600
342.412,720
344.16,840
345.915,960
347.854,1080
349.974,1200
352.043,1320
354.055,1440
355.901,1560
357.798,1680
359.775,1800
361.754,1920
363.737,2040
365.812,2160
368.313,2280
371.284,2400
374.754,2520
379.02,2640
384.095,2760
389.777,2880
395.819,3000
402.048,3120
408.365,3240
414.724,3360
421.103,3480
427.49,3600
