max(u),Time
298.15,0
328.738,120
335.248,240
340.087,360
344.397,480
348.299,600
351.598,720
354.741,840
357.405,960
359.965,1080
362.22,1200
364.294,1320
366.243,1440
368.187,1560
370.229,1680
372.235,1800
374.113,1920
375.86,2040
377.546,2160
379.516,2280
382.495,2400
386.421,2520
390.975,2640
395.968,2760
401.423,2880
407.259,3000
413.341,3120
419.563,3240
425.859,3360
432.196,3480
438.555,3600
