max(u),Time
298.15,0
325.075,120
332.772,240
336.87,360
340.091,480
343.352,600
346.333,720
349.473,840
352.236,960
354.867,1080
357.209,1200
359.376,1320
361.42,1440
363.572,1560
365.816,1680
367.984,1800
370.055,1920
372.018,2040
373.955,2160
376.014,2280
378.681,2400
382.314,2520
386.691,2640
391.576,2760
396.949,2880
402.728,3000
408.777,3120
414.982,3240
421.273,3360
427.609,3480
433.97,3600
