max(u),Time
298.15,0
320.8,120
328.954,240
333.627,360
337.208,480
339.997,600
342.112,720
343.929,840
345.646,960
347.321,1080
348.989,1200
350.595,1320
352.201,1440
353.737,1560
355.226,1680
356.707,1800
358.116,1920
359.543,2040
361.058,2160
363.169,2280
366.32,2400
370.418,2520
375.565,2640
381.399,2760
387.566,2880
393.874,3000
400.237,3120
406.621,3240
413.013,3360
419.407,3480
425.802,3600
