max(u),Time
298.15,0
327.486,120
334.153,240
338.498,360
342.446,480
346.469,600
349.773,720
353.149,840
355.956,960
358.614,1080
360.951,1200
363.126,1320
365.319,1440
367.657,1560
370.029,1680
372.273,1800
374.363,1920
376.291,2040
378.072,2160
379.985,2280
382.877,2400
386.728,2520
391.19,2640
396.039,2760
401.26,2880
406.871,3000
412.787,3120
418.901,3240
425.131,3360
431.427,3480
437.76,3600
