max(u),Time
298.15,0
320.532,120
328.766,240
333.506,360
337.164,480
339.954,600
342.002,720
343.657,840
345.122,960
346.59,1080
348.171,1200
349.858,1320
351.76,1440
353.619,1560
355.443,1680
357.163,1800
358.798,1920
360.429,2040
362.333,2160
364.908,2280
368.186,2400
372.033,2520
376.563,2640
381.89,2760
387.763,2880
393.923,3000
400.216,3120
406.569,3240
412.946,3360
419.335,3480
425.728,3600
