max(u),Time
298.15,0
322.52,120
330.478,240
335.162,360
338.319,480
341.091,600
343.545,720
345.892,840
348.084,960
350.161,1080
352.102,1200
353.93,1320
355.639,1440
357.272,1560
358.868,1680
360.534,1800
362.23,1920
363.929,2040
365.725,2160
368.001,2280
370.901,2400
374.572,2520
379.221,2640
384.704,2760
390.68,2880
396.895,3000
403.216,3120
409.581,3240
415.964,3360
422.355,3480
428.748,3600
