max(u),Time
298.15,0
320.832,120
329.131,240
333.632,360
337.212,480
339.982,600
342.127,720
343.966,840
345.691,960
347.373,1080
349.03,1200
350.662,1320
352.262,1440
353.818,1560
355.322,1680
356.776,1800
358.193,1920
359.6,2040
361.074,2160
363.07,2280
366.167,2400
370.358,2520
375.573,2640
381.437,2760
387.615,2880
393.925,3000
400.288,3120
406.67,3240
413.061,3360
419.455,3480
425.85,3600
