max(u),Time
300.15,0
322.565,120
330.448,240
334.664,360
338.076,480
340.619,600
342.551,720
344.157,840
345.646,960
347.171,1080
348.816,1200
350.567,1320
352.367,1440
354.167,1560
355.91,1680
357.572,1800
359.169,1920
360.76,2040
362.641,2160
365.383,2280
368.892,2400
373.006,2520
377.939,2640
383.568,2760
389.607,2880
395.848,3000
402.178,3120
408.546,3240
414.931,3360
421.323,3480
427.717,3600
