max(u),Time
298.15,0
320.694,120
328.975,240
333.534,360
337.145,480
339.944,600
342.095,720
343.916,840
345.598,960
347.195,1080
348.718,1200
350.181,1320
351.602,1440
353.01,1560
354.443,1680
355.936,1800
357.509,1920
359.257,2040
361.572,2160
364.538,2280
368.003,2400
371.91,2520
376.467,2640
381.817,2760
387.71,2880
393.885,3000
400.188,3120
406.546,3240
412.926,3360
419.316,3480
425.71,3600
